country_name,country_code,year,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Adjusted net enrollment rate, primary (% of primary school age children)",Adjusted net national income (annual % growth),"Commercial bank branches (per 100,000 adults)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)","Communications, computer, etc. (% of service exports, BoP)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)",Ease of doing business rank (1=most business-friendly regulations),Ease of doing business score (0 = lowest performance to 100 = best performance),Electric power consumption (kWh per capita),Electric power transmission and distribution losses (% of output),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from oil, gas and coal sources (% of total)","Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),GDP (constant 2015 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),GDP per capita (constant LCU),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita growth (annual %),"GDP per capita, PPP (constant 2021 international $)","GDP per capita, PPP (current international $)",GDP per person employed (constant 2021 PPP $),"GDP, PPP (constant 2021 international $)","GDP, PPP (current international $)",Individuals using the Internet (% of population),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Investment in ICT with private participation (current US$),"Listed domestic companies, total",Market capitalization of listed domestic companies (% of GDP),Market capitalization of listed domestic companies (current US$),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),"Net trade in goods and services (BoP, current US$)","New business density (new registrations per 1,000 people ages 15-64)",New businesses registered (number),"Patent applications, nonresidents","Patent applications, residents",Population growth (annual %),Population living in slums (% of urban population),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Research and development expenditure (% of GDP),Researchers in R&D (per million people),Rural land area (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Scientific and technical journal articles,Secure Internet servers,Secure Internet servers (per 1 million people),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (constant LCU)","Services, value added (current LCU)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)",Technicians in R&D (per million people),Time required to get electricity (days),Time required to start a business (days),Time to obtain an electrical connection (days),Trade (% of GDP),Trade in services (% of GDP),"Trademark applications, nonresident, by count","Trademark applications, resident, by count",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)",Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment with intermediate education, female (% of female labor force with intermediate education)","Unemployment with intermediate education, male (% of male labor force with intermediate education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, female (% of female labor force) (national estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Urban land area (sq. km),Urban population,Urban population (% of total population),Urban population growth (annual %),"Use of IMF credit (DOD, current US$)"
Argentina,ARG,1974,,,,96.62253,3.32579908207646,,140913000.0,,,,,,,993.270152868165,9.8175313059034,2.4257602862254,17.9892665474061,23.3023255813954,3.70661896243292,52.3685152057245,78.0966010733453,0.207513416815742,58000000.0,,,1287000.0,5.38932,257171024124.452,311972780690.0,6.5193099976,72436777342.4554,5.5338043957736,10100.4469136163,12252.797610386,2.56047292918589e-07,2844.96990526761,3.81225224716344,,,,,,,,,,,,,,,,,,,,1.64473215761616,,12872761.0,50.5580438367155,12588590.0,49.4419561632845,25461351.0,,,,,4947904.0,19.433,-0.438093564910849,,,,,,,,,46.176359627142,5.2605175320205,118415772868.335,129981902440.0,3.0103800297,33448666807.9643,,,,,,13.1915798576321,,,,,,,,,,,,,,,,,,3.4,,,,,,,,20513447.0,80.567,2.1536772064372,78361600.0
Argentina,ARG,1975,,,,96.32775,-0.0012787705010168,,-41974000.0,,,,,,,1011.66776499765,11.0554476365743,2.2151790887094,17.724840677504,24.8815731179498,8.57785502504856,46.3892580854037,73.4860102920628,0.211294005384589,62000000.0,,,1651000.0,6.380538731,257097956426.363,311884142660.0,19.402299881,52438647921.9226,-0.0284121037110907,9936.49583447894,12053.9094415896,7.49873218078599e-07,2026.68435752865,-1.62320618621685,,,,,,,,,,321.0,,,0.0,0.0,,,,,,1.60810835620248,,13091933.0,50.5985887744841,12782174.0,49.4014112255159,25874107.0,,,,,4924101.0,19.031,-0.48223326726433,,,,,,,,,43.2747682872493,0.97764272267564,119573456054.282,131252661050.0,8.3963003159,22692703381.1785,,,,,,11.8027242947756,,,,,,,,,,,,,,,,,,2.3,,,,,,,,20950006.0,80.969,2.10583104423807,292780363.0
Argentina,ARG,1976,,,,,-2.1711916086963,,898917000.0,38.375350140056,38.1401617250674,19.5612431444241,21.9387755102041,,,1031.79773233551,10.6996293354514,2.07505957108817,16.5905480540111,25.6685199894096,8.51204659782896,46.9651840084723,74.7087635689701,0.188641779189833,57000000.0,,,1678000.0,6.382592608,251909073021.038,305589536220.0,102.33899689,51169499892.1722,-2.01825151683394,9584.74851751038,11627.2066707447,3.89383969763966e-06,1946.91990388248,-3.53995334802055,,,,,,,,,,308.0,,,0.0,0.0,1125000000.0,,,,,1.56523230766791,,13307092.0,50.6314158477024,12975191.0,49.3685841522976,26282283.0,,,,,4897441.0,18.634,-0.54288960896274,,,,,,,714000000.0,742000000.0,40.9540839979597,-3.4014887883296,115506178352.778,126788116500.0,41.911998749,20955999967.1761,,,,,,15.0968846242519,2.84544504649875,,,,,,,,,,,,,,,,,4.5,,,,,,,,21384842.0,81.366,2.05434205309662,529318129.7
Argentina,ARG,1977,,,,,5.61418640549327,,444920000.0,31.5457413249211,32.9886246122027,16.0,19.4029850746269,,,1080.11424695821,11.2639990127418,1.65057230123716,17.7891586709036,24.7986918828865,5.05044272359856,50.5229383272144,76.972202511338,0.188196094159751,61000000.0,,,1692000.0,6.333809742,269376820356.431,326779566190.0,283.90499878,56781000101.0848,6.93414775653342,10088.3374871635,12238.1077305448,1.06324272377841e-05,2126.48546048047,5.25406554729264,,,,,,,,,,302.0,1.46615945213704,832500000.0,0.0,0.0,1836000000.0,,,,,1.58361041281169,,13527193.0,50.6602175643264,13174612.0,49.3397824356736,26701805.0,,,,,4871744.0,18.245,-0.526083993020006,,,,,,,951000000.0,967000000.0,44.1066558208208,6.04675801773584,122490557453.304,134454687100.0,125.22100067,25044200286.2054,,,,,,16.942286567935,3.37789048552415,,,,,,,,,,,,,,,,,2.8,,,,,,,,21830061.0,81.755,2.06056115824385,418467595.0
Argentina,ARG,1978,,,,,-38.2577097024915,,703565000.0,30.7267709291628,29.0155440414508,16.6112956810631,20.2328966521106,,,1090.55092484719,11.7216007656876,2.26117126278639,23.1859783453969,19.898905305976,8.66184123945684,45.809654842376,67.9697314111384,0.182449004007896,61000000.0,,,1728000.0,6.365550349,257238364643.474,312054471110.0,708.61102295,89049453088.3282,-4.50612480201359,9480.94009490414,11501.2772338271,2.61170166762998e-05,3282.06304446289,-6.0207877961285,,,,,,,,,,295.0,2.01618307326283,1795400000.0,0.0,0.0,2456000000.0,,,,,1.59885003313826,,13751359.0,50.6828797031183,13380799.0,49.3171202968817,27132158.0,,,,,4846075.0,17.861,-0.52828849146866,,,,,,,1087000000.0,1544000000.0,46.3979525030898,-1.78892736421386,120299290352.444,132049390410.0,328.78100586,41317122948.1838,,,,,,14.3237963724369,2.95453807828591,,,,,,,,,,,,,,,,,2.8,,,,,,,,22286083.0,82.139,2.06744380514618,0.0
Argentina,ARG,1979,,,,,63.7073933372161,,4399808000.0,36.3038714390066,22.8500355366027,18.9591078066914,14.1897233201581,,,1212.85238309334,11.2749395605855,1.80654074015037,28.3201827794161,19.7019207778752,7.15177598894822,42.772508700619,64.2809702186446,0.247071012991153,93000000.0,,,1797000.0,6.514614524,283535234199.299,343955061570.0,1932.1400146,69252328951.6441,10.2227634638681,10284.6064087552,12476.2004995122,7.00840572173821e-05,2511.97332905958,8.47665216535873,,,,,,,,,,295.0,6.23785519620051,4319860000.0,0.0,0.0,337000000.0,,,,,1.59684779867466,,13977319.0,50.6995964364766,13591576.0,49.3004035635234,27568895.0,,,,,4820146.0,17.484,-0.536488089617691,,,,,,,1369000000.0,2814000000.0,48.1755980563708,11.0403357370561,133580735896.65,146628086450.0,930.82000732,33362723640.4198,,,,,,12.8406846411368,6.0402300735919,,,,,,,,,,,,,,,,,2.0,,,,,,,,22748749.0,82.516,2.05477519448657,0.0
Argentina,ARG,1980,,,,,3.91585603784912,,2839236000.0,38.4328358208955,19.1393875395987,19.0609670637701,15.8516483516484,,,1238.52278891927,12.6807031682869,2.06266055507984,38.140331436055,22.0218606759684,5.89331587165668,31.6400543998388,55.724575630887,0.2417770614013,96000000.0,,,1879000.0,6.704775052,287841521828.634,349178995840.0,3840.3999023,76961923741.0701,1.51878394990179,10275.7987023886,12465.5159184789,0.0001371003602329,2747.5022751674,-0.0856397028385061,,,,,,,,,,277.0,5.13877487432074,3954900000.0,0.0,0.0,-3285000000.0,,,3063.0,1269.0,1.59304228632554,,14205756.0,50.7138400825144,13805840.0,49.2861599174856,28011596.0,,,,,4793624.0,17.113,-0.551751649645117,,,,,,,1876000000.0,3788000000.0,52.4268325075777,8.42872821927902,144839893078.691,158986969350.0,2013.4000244,40348698854.3405,,,,,,11.5456724606844,7.35948339734322,,,,,,,,,,,,,,,,,2.3,,,,,,,,23217972.0,82.887,2.04164790802051,0.0
Argentina,ARG,1981,,,,,-6.62362944865137,,6349866000.0,24.2424242424242,23.296447291788,17.5126903553299,18.4520123839009,,,1192.31481467494,12.6625299312547,2.30181003630372,37.809933314452,22.4259120986637,7.25044414119828,29.9956229563068,54.7233450912742,0.216277453075517,84000000.0,,,2199000.0,7.723571311,272903153784.458,331057342230.0,7474.2998047,78676842366.5529,-5.18978914135593,9587.67379423426,11630.7553081425,0.0002625882016166,2764.08641421079,-6.69655885721481,,,,,,,,,,262.0,1.77463909074415,1396230000.0,0.0,0.0,-1006000000.0,,,3321.0,954.0,1.60201232076144,,14439210.0,50.7280452448656,14024749.0,49.2719547551344,28463959.0,,,,,4749781.0,16.687,-0.918818984323104,,,,,,,1716000000.0,3434000000.0,53.1862535979657,-2.31321686615948,141489432243.068,155309255960.0,3975.3000488,41845264903.9466,,,,,,14.2929774788834,6.54576346112915,,,,,,,,,,,,,,,,,4.5,,,,,,,,23714178.0,83.313,2.11464631680151,0.0
Argentina,ARG,1982,,,,,-7.16838495571062,,2351032000.0,15.8831003811944,35.7284440039643,12.491738268341,30.6046013911183,,,1203.2459116848,12.85664142807,1.83773755202327,44.1082083939227,25.6581256581257,4.68836183121897,23.434287720002,50.9301509301509,0.273278844707416,109000000.0,,,2361350.0,8.164330917,270895516738.16,328621888570.0,21852.5,84307486836.724,-0.735659159103619,9365.68465387847,11361.4614806767,0.0007555076081111,2914.76708504176,-2.31535975378387,,,,,,,,,,247.0,1.15399003873071,972900000.0,0.0,0.0,2320000000.0,,,2793.0,951.0,1.60420679867482,,14676897.0,50.742509895067,14247365.0,49.257490104933,28924262.0,,,,,4697589.0,16.241,-1.10491133465019,,,,,,,1574000000.0,2018000000.0,49.3009953094612,-0.650503348145719,140569038749.054,154298964050.0,10773.5,41564430130.8979,,,,,,15.6114860999886,4.26059432533735,,,,,,,,,,,,,5.4,,4.38,,4.73,,,,,,,,24226673.0,83.759,2.138111915751,0.0
Argentina,ARG,1983,,,,,4.98327895921982,,1168004000.0,16.9759450171821,44.0647482014388,14.0213523131673,38.5982230997039,,,1253.63491521922,14.3036532334953,2.09287724112271,42.8318954491547,24.4215519847453,7.91805222891426,22.3868102225426,48.9012394484106,0.348812873520452,150000000.0,,,2271525.0,7.732288548,282677015450.457,342913961040.0,109490.0,103979106777.911,4.34909327926756,9617.7000569575,11667.1800053159,0.0037252479744708,3537.7473459832,2.69083801550656,,,,,,,,,,237.0,1.33323899671592,1386290000.0,0.0,0.0,2947000000.0,,,2443.0,1102.0,1.6019042448548,,14916804.0,50.7523935712613,14474528.0,49.2476064287387,29391332.0,,,,,4645594.0,15.806,-1.11301548438282,,,,,,,1455000000.0,2224000000.0,49.7853685268061,3.85719167114524,145991056003.892,160250570840.0,54510.0,51766381500.2642,,,,,,14.9876701068591,3.53821081369546,,,,,,,,,,,,,4.8,,3.86,,4.17,,,,,,,,24745738.0,84.194,2.11990558862775,1173220000.0
